Date,Time,Respiration rate per minute
2024.11.24 07.00,07.00,15.11
2024.11.24 07.01,07.01,15.15
2024.11.24 07.02,07.02,16.1
2024.11.24 07.03,07.03,15.99
2024.11.24 07.04,07.04,17.1
2024.11.24 07.05,07.05,17.35
2024.11.24 07.06,07.06,18.37
2024.11.24 07.07,07.07,17.67
2024.11.24 07.08,07.08,16.58
2024.11.24 07.09,07.09,15.57
2024.11.24 07.10,07.10,16.14
2024.11.24 07.11,07.11,16.37
2024.11.24 07.12,07.12,16.35
2024.11.24 07.13,07.13,15.78
2024.11.24 07.14,07.14,14.61
2024.11.24 07.15,07.15,13.66
2024.11.24 07.16,07.16,13.27
2024.11.24 07.17,07.17,12.67
2024.11.24 07.18,07.18,13.19
2024.11.24 07.19,07.19,15.45
2024.11.24 07.20,07.20,16.12
2024.11.24 07.21,07.21,14.98
2024.11.24 07.22,07.22,14.2
2024.11.24 07.23,07.23,14.88
2024.11.24 07.24,07.24,15.17
2024.11.24 07.25,07.25,15.87
2024.11.24 07.26,07.26,15.41
2024.11.24 07.27,07.27,14.8
2024.11.24 07.28,07.28,16.92
2024.11.24 07.29,07.29,16.94
2024.11.24 07.30,07.30,15.5
2024.11.24 07.31,07.31,14.71
2024.11.24 07.32,07.32,15.25
2024.11.24 07.33,07.33,15.42
2024.11.24 07.34,07.34,14.71
2024.11.24 07.35,07.35,13.28
2024.11.24 07.36,07.36,13.29
2024.11.24 07.37,07.37,13.36
2024.11.24 07.38,07.38,13.34
2024.11.24 07.39,07.39,13.63
2024.11.24 07.40,07.40,15.2
2024.11.24 07.41,07.41,14.57
2024.11.24 07.42,07.42,14.19
2024.11.24 07.43,07.43,15.23
2024.11.24 07.44,07.44,14.57
2024.11.24 07.45,07.45,14.65
2024.11.24 07.46,07.46,14.3
2024.11.24 07.47,07.47,13.84
2024.11.24 07.48,07.48,13.44
2024.11.24 07.50,07.50,13.69
2024.11.24 07.51,07.51,13.56
2024.11.24 07.52,07.52,14.38
2024.11.24 07.53,07.53,14.09
2024.11.24 07.55,07.55,13.47
2024.11.24 07.56,07.56,13.02
2024.11.24 07.58,07.58,14.09
2024.11.24 07.59,07.59,14.92
2024.11.24 08.01,08.01,14.6
2024.11.24 08.02,08.02,14.26
2024.11.24 08.03,08.03,14.58
2024.11.24 08.04,08.04,14.37
2024.11.24 08.06,08.06,13.68
2024.11.24 08.07,08.07,13.26
2024.11.24 08.09,08.09,13.91
2024.11.24 08.10,08.10,14.38
2024.11.24 08.12,08.12,12.83
2024.11.24 08.13,08.13,14.19
2024.11.24 08.17,08.17,13.37
2024.11.24 08.19,08.19,12.8
2024.11.24 08.21,08.21,13.5
2024.11.24 08.32,08.32,13.41
2024.11.24 08.33,08.33,12.92
2024.11.24 08.35,08.35,13.31
2024.11.24 08.37,08.37,14.05
2024.11.24 08.38,08.38,14.47
2024.11.24 08.40,08.40,13.8
2024.11.24 08.42,08.42,13.22
2024.11.24 08.43,08.43,14.29
2024.11.24 08.47,08.47,13.67
2024.11.24 08.49,08.49,14.06
2024.11.24 08.51,08.51,13.45
2024.11.24 08.52,08.52,13.35
2024.11.24 08.54,08.54,13.3
2024.11.24 08.56,08.56,13.67
2024.11.24 08.58,08.58,14.65
2024.11.24 09.00,09.00,14.22
2024.11.24 09.01,09.01,13.47
2024.11.24 09.02,09.02,13.59
2024.11.24 09.03,09.03,13.0
2024.11.24 09.04,09.04,13.02
2024.11.24 10.00,10.00,14.6
2024.11.24 10.01,10.01,13.89
2024.11.24 10.02,10.02,12.52
2024.11.24 10.03,10.03,12.57
2024.11.24 10.04,10.04,12.23
2024.11.24 10.05,10.05,12.12
2024.11.24 10.06,10.06,12.52
2024.11.24 10.07,10.07,13.45
2024.11.24 10.08,10.08,13.42
2024.11.24 10.15,10.15,13.91
2024.11.24 10.16,10.16,13.95
2024.11.24 10.17,10.17,13.24
2024.11.24 10.19,10.19,13.23
2024.11.24 10.20,10.20,12.97
2024.11.24 10.21,10.21,12.95
2024.11.24 10.24,10.24,13.68
2024.11.24 10.25,10.25,13.5
2024.11.24 10.29,10.29,13.54
2024.11.24 10.30,10.30,13.1
2024.11.24 10.31,10.31,13.07
2024.11.24 10.32,10.32,13.38
2024.11.24 10.35,10.35,13.89
2024.11.24 10.36,10.36,13.44
2024.11.24 10.41,10.41,15.08
2024.11.24 10.46,10.46,12.54
2024.11.24 10.49,10.49,13.49
2024.11.24 10.56,10.56,14.13
2024.11.24 11.02,11.02,14.39
2024.11.24 11.03,11.03,13.87
2024.11.24 11.04,11.04,13.04
2024.11.24 11.05,11.05,12.51
2024.11.24 11.06,11.06,13.23
2024.11.24 11.07,11.07,13.18
2024.11.24 11.13,11.13,14.23
2024.11.24 11.15,11.15,14.02
2024.11.24 11.17,11.17,13.33
2024.11.24 11.21,11.21,13.81
2024.11.24 11.25,11.25,13.82
2024.11.24 11.26,11.26,13.67
2024.11.24 11.29,11.29,14.27
2024.11.24 11.30,11.30,14.19
2024.11.24 11.31,11.31,13.62
2024.11.24 11.32,11.32,14.12
2024.11.24 11.33,11.33,13.75
2024.11.24 11.34,11.34,13.97
2024.11.24 11.35,11.35,13.36
2024.11.24 11.39,11.39,13.77
2024.11.24 11.41,11.41,14.52
2024.11.24 11.42,11.42,13.68
2024.11.24 11.43,11.43,12.4
2024.11.24 11.44,11.44,12.08
2024.11.24 11.51,11.51,13.39
2024.11.24 11.52,11.52,13.85
2024.11.24 11.56,11.56,13.54
2024.11.24 11.57,11.57,13.93
2024.11.24 11.58,11.58,13.82
2024.11.24 11.59,11.59,13.81
2024.11.24 12.01,12.01,14.18
2024.11.24 12.02,12.02,14.41
2024.11.24 12.03,12.03,14.85
2024.11.24 12.05,12.05,12.94
2024.11.24 12.06,12.06,13.77
2024.11.24 12.07,12.07,13.48
2024.11.24 12.08,12.08,12.9
2024.11.24 12.09,12.09,12.43
2024.11.24 12.10,12.10,13.36
2024.11.24 12.11,12.11,13.37
2024.11.24 12.12,12.12,13.04
2024.11.24 12.13,12.13,13.33
2024.11.24 12.14,12.14,13.15
2024.11.24 12.16,12.16,13.98
2024.11.24 12.18,12.18,13.9
2024.11.24 12.19,12.19,12.79
2024.11.24 12.20,12.20,12.7
2024.11.24 12.22,12.22,14.71
2024.11.24 12.27,12.27,14.13
2024.11.24 12.28,12.28,13.41
2024.11.24 12.29,12.29,12.84
2024.11.24 12.31,12.31,14.6
2024.11.24 12.32,12.32,15.21
2024.11.24 12.33,12.33,15.54
2024.11.24 12.34,12.34,14.95
2024.11.24 12.35,12.35,13.87
2024.11.24 12.36,12.36,13.83
2024.11.24 12.37,12.37,13.85
2024.11.24 12.38,12.38,13.42
2024.11.24 12.39,12.39,13.85
2024.11.24 12.40,12.40,13.43
2024.11.24 12.43,12.43,14.29
2024.11.24 12.47,12.47,13.82
2024.11.24 12.48,12.48,13.97
2024.11.24 12.49,12.49,14.17
2024.11.24 12.50,12.50,14.09
2024.11.24 12.51,12.51,13.84
2024.11.24 12.52,12.52,13.14
2024.11.24 12.56,12.56,13.81
2024.11.24 12.57,12.57,13.16
2024.11.24 12.58,12.58,13.71
2024.11.24 12.59,12.59,13.47
2024.11.24 13.00,13.00,13.55
2024.11.24 13.01,13.01,13.91
2024.11.24 13.08,13.08,12.73
2024.11.24 13.10,13.10,14.24
2024.11.24 13.11,13.11,13.2
2024.11.24 13.12,13.12,12.61
2024.11.24 13.13,13.13,13.27
2024.11.24 13.14,13.14,14.04
2024.11.24 13.15,13.15,14.53
2024.11.24 13.16,13.16,14.46
2024.11.24 13.17,13.17,15.11
2024.11.24 13.18,13.18,15.7
2024.11.24 13.19,13.19,14.86
2024.11.24 13.20,13.20,14.03
2024.11.24 13.21,13.21,13.65
2024.11.24 13.22,13.22,14.13
2024.11.24 13.23,13.23,13.77
2024.11.24 13.24,13.24,14.64
2024.11.24 13.25,13.25,14.81
2024.11.24 13.26,13.26,14.14
2024.11.24 13.27,13.27,13.6
2024.11.24 13.28,13.28,13.21
2024.11.24 13.29,13.29,13.57
2024.11.24 13.30,13.30,14.6
2024.11.24 13.31,13.31,15.04
2024.11.24 13.34,13.34,14.14
2024.11.24 13.35,13.35,14.21
2024.11.24 13.36,13.36,14.02
2024.11.24 13.38,13.38,14.2
2024.11.24 13.43,13.43,13.5
2024.11.24 13.44,13.44,13.48
2024.11.24 13.45,13.45,13.9
2024.11.24 13.46,13.46,15.24
2024.11.24 13.47,13.47,14.95
2024.11.24 13.50,13.50,14.35
2024.11.24 13.52,13.52,13.58
2024.11.24 13.53,13.53,13.48
2024.11.24 13.54,13.54,13.64
2024.11.24 13.57,13.57,14.04
2024.11.24 13.59,13.59,13.57
2024.11.24 14.03,14.03,12.65
2024.11.24 14.05,14.05,13.77
2024.11.24 14.06,14.06,13.37
2024.11.24 14.33,14.33,13.85
2024.11.24 14.34,14.34,13.96
2024.11.24 14.36,14.36,12.91
2024.11.24 14.37,14.37,12.97
2024.11.24 14.38,14.38,13.07
2024.11.24 14.39,14.39,14.08
2024.11.24 14.40,14.40,13.99
2024.11.24 14.41,14.41,13.65
2024.11.24 14.42,14.42,14.35
2024.11.24 14.43,14.43,14.45
2024.11.24 14.44,14.44,13.64
2024.11.24 14.45,14.45,13.75
2024.11.24 14.46,14.46,13.03
2024.11.24 14.47,14.47,12.44
2024.11.24 14.48,14.48,13.35
2024.11.24 14.49,14.49,14.29
2024.11.24 14.50,14.50,14.7
2024.11.24 14.52,14.52,13.87
2024.11.24 14.53,14.53,13.09
2024.11.24 14.54,14.54,13.83
2024.11.24 14.55,14.55,14.1
2024.11.24 14.57,14.57,14.02
2024.11.24 14.58,14.58,14.1
2024.11.24 14.59,14.59,14.53
2024.11.24 15.00,15.00,13.42
2024.11.24 15.01,15.01,13.23
2024.11.24 15.02,15.02,13.17
2024.11.24 15.03,15.03,13.59
2024.11.24 15.05,15.05,13.36
2024.11.24 15.06,15.06,13.3
2024.11.24 15.07,15.07,13.7
2024.11.24 15.08,15.08,14.92
2024.11.24 15.09,15.09,14.97
2024.11.24 15.12,15.12,13.38
2024.11.24 15.13,15.13,13.04
2024.11.24 15.14,15.14,13.29
2024.11.24 15.15,15.15,14.22
2024.11.24 15.16,15.16,13.93
2024.11.24 15.17,15.17,13.58
2024.11.24 15.18,15.18,13.97
2024.11.24 15.19,15.19,14.32
2024.11.24 15.20,15.20,13.88
2024.11.24 15.21,15.21,13.71
2024.11.24 15.23,15.23,15.19
2024.11.24 15.24,15.24,14.65
2024.11.24 15.25,15.25,14.99
2024.11.24 15.26,15.26,15.18
2024.11.24 15.27,15.27,15.39
2024.11.24 15.28,15.28,15.17
2024.11.24 15.29,15.29,14.0
2024.11.24 15.30,15.30,13.0
2024.11.24 15.31,15.31,12.84
2024.11.24 15.32,15.32,12.79
2024.11.24 15.33,15.33,13.1
2024.11.24 15.43,15.43,13.11
2024.11.24 15.48,15.48,12.81
2024.11.24 15.51,15.51,13.63
2024.11.24 15.54,15.54,12.79
2024.11.24 15.55,15.55,13.37
2024.11.24 15.56,15.56,13.94
2024.11.24 15.57,15.57,14.88
2024.11.24 16.04,16.04,13.65
2024.11.24 16.06,16.06,13.63
2024.11.24 16.07,16.07,14.0
2024.11.24 16.08,16.08,14.11
2024.11.24 16.09,16.09,13.82
2024.11.24 16.10,16.10,13.31
2024.11.24 16.11,16.11,13.94
2024.11.24 16.12,16.12,13.2
2024.11.24 16.13,16.13,13.77
2024.11.24 16.14,16.14,13.43
2024.11.24 16.15,16.15,13.19
2024.11.24 16.16,16.16,13.16
2024.11.24 16.17,16.17,13.43
2024.11.24 16.18,16.18,13.64
2024.11.24 16.19,16.19,14.13
2024.11.24 16.20,16.20,13.86
2024.11.24 16.21,16.21,14.19
2024.11.24 16.22,16.22,13.75
2024.11.24 16.23,16.23,13.2
2024.11.24 16.24,16.24,13.55
2024.11.24 16.25,16.25,12.78
2024.11.24 16.26,16.26,13.19
2024.11.24 16.27,16.27,13.66
2024.11.24 16.28,16.28,13.67
2024.11.24 16.29,16.29,13.56
2024.11.24 16.30,16.30,13.34
2024.11.24 16.31,16.31,13.59
2024.11.24 16.32,16.32,13.99
2024.11.24 16.33,16.33,14.08
2024.11.24 16.34,16.34,13.38
2024.11.24 16.35,16.35,12.99
2024.11.24 16.36,16.36,14.03
2024.11.24 16.37,16.37,14.4
2024.11.24 16.38,16.38,13.29
2024.11.24 16.39,16.39,12.78
2024.11.24 16.40,16.40,13.26
2024.11.24 16.41,16.41,13.01
2024.11.24 16.42,16.42,12.89
2024.11.24 16.43,16.43,13.55
2024.11.24 16.44,16.44,13.8
2024.11.24 16.45,16.45,13.34
2024.11.24 16.46,16.46,13.51
2024.11.24 16.47,16.47,14.0
2024.11.24 16.48,16.48,13.58
2024.11.24 16.49,16.49,13.39
2024.11.24 16.50,16.50,13.74
2024.11.24 16.51,16.51,13.32
2024.11.24 16.52,16.52,13.46
2024.11.24 16.53,16.53,14.58
2024.11.24 16.54,16.54,13.94
2024.11.24 16.55,16.55,13.98
2024.11.24 16.56,16.56,13.72
2024.11.24 16.57,16.57,13.72
2024.11.24 16.58,16.58,13.96
2024.11.24 16.59,16.59,14.69
2024.11.24 17.00,17.00,14.03
2024.11.24 17.01,17.01,14.23
2024.11.24 17.02,17.02,14.31
2024.11.24 17.03,17.03,15.11
2024.11.24 17.04,17.04,15.1
2024.11.24 17.05,17.05,14.64
2024.11.24 17.06,17.06,13.64
2024.11.24 17.07,17.07,13.5
2024.11.24 17.08,17.08,13.98
2024.11.24 17.09,17.09,13.46
2024.11.24 17.10,17.10,14.88
2024.11.24 17.11,17.11,14.66
2024.11.24 17.12,17.12,14.46
2024.11.24 17.19,17.19,12.72
2024.11.24 17.20,17.20,12.82
2024.11.24 17.21,17.21,12.35
2024.11.24 17.22,17.22,12.9
2024.11.24 17.23,17.23,13.8
2024.11.24 17.24,17.24,13.7
2024.11.24 17.25,17.25,14.17
2024.11.24 17.26,17.26,13.4
2024.11.24 17.27,17.27,12.91
2024.11.24 17.28,17.28,13.57
2024.11.24 17.29,17.29,14.46
2024.11.24 17.30,17.30,14.91
2024.11.24 17.31,17.31,15.85
2024.11.24 17.32,17.32,15.18
2024.11.24 17.33,17.33,14.39
2024.11.24 17.34,17.34,14.08
2024.11.24 17.35,17.35,13.49
2024.11.24 17.36,17.36,13.93
2024.11.24 17.37,17.37,14.26
2024.11.24 17.38,17.38,14.12
2024.11.24 17.39,17.39,14.36
2024.11.24 17.40,17.40,14.11
2024.11.24 17.41,17.41,14.52
2024.11.24 17.42,17.42,15.01
2024.11.24 17.43,17.43,13.87
2024.11.24 17.44,17.44,13.91
2024.11.24 17.45,17.45,15.27
2024.11.24 17.46,17.46,15.7
2024.11.24 17.47,17.47,14.55
2024.11.24 17.48,17.48,14.13
2024.11.24 17.49,17.49,13.7
2024.11.24 17.50,17.50,12.85
2024.11.24 17.51,17.51,12.46
2024.11.24 17.52,17.52,12.22
2024.11.24 17.53,17.53,13.23
2024.11.24 17.54,17.54,13.21
2024.11.24 17.55,17.55,13.07
2024.11.24 17.56,17.56,13.25
2024.11.24 17.57,17.57,14.32
2024.11.24 17.58,17.58,14.24
2024.11.24 17.59,17.59,14.17
2024.11.24 18.00,18.00,13.85
2024.11.24 18.01,18.01,14.74
2024.11.24 18.02,18.02,14.67
2024.11.24 18.03,18.03,14.36
2024.11.24 18.04,18.04,14.18
2024.11.24 18.05,18.05,13.73
2024.11.24 18.06,18.06,13.4
2024.11.24 18.07,18.07,13.87
2024.11.24 18.08,18.08,13.93
2024.11.24 18.09,18.09,14.04
2024.11.24 18.10,18.10,14.1
2024.11.24 18.11,18.11,13.97
2024.11.24 18.12,18.12,13.9
2024.11.24 18.13,18.13,12.78
2024.11.24 18.14,18.14,13.25
2024.11.24 18.15,18.15,14.06
2024.11.24 18.16,18.16,14.62
2024.11.24 18.17,18.17,14.7
2024.11.24 18.18,18.18,14.0
2024.11.24 18.19,18.19,12.32
2024.11.24 18.20,18.20,12.74
2024.11.24 18.21,18.21,13.84
2024.11.24 18.22,18.22,13.69
2024.11.24 18.23,18.23,13.95
2024.11.24 18.24,18.24,13.82
2024.11.24 18.25,18.25,14.94
2024.11.24 18.26,18.26,14.36
2024.11.24 18.27,18.27,13.43
2024.11.24 18.28,18.28,13.29
2024.11.24 18.29,18.29,13.84
2024.11.24 18.30,18.30,13.71
2024.11.24 18.31,18.31,13.6
2024.11.24 18.32,18.32,13.46
2024.11.24 18.33,18.33,13.42
2024.11.24 18.34,18.34,12.88
2024.11.24 18.35,18.35,13.04
2024.11.24 18.36,18.36,12.66
2024.11.24 18.37,18.37,13.4
2024.11.24 18.38,18.38,13.6
2024.11.24 18.39,18.39,14.17
2024.11.24 18.40,18.40,14.13
2024.11.24 18.41,18.41,12.98
2024.11.24 18.42,18.42,13.33
2024.11.24 18.43,18.43,13.34
2024.11.24 18.44,18.44,13.22
2024.11.24 18.45,18.45,13.61
2024.11.24 18.46,18.46,13.21
2024.11.24 18.47,18.47,13.26
2024.11.24 18.48,18.48,13.26
2024.11.24 18.49,18.49,13.61
2024.11.24 18.50,18.50,13.2
2024.11.24 18.51,18.51,13.2
2024.11.24 18.52,18.52,12.83
2024.11.24 18.53,18.53,12.57
2024.11.24 18.54,18.54,13.95
2024.11.24 18.55,18.55,13.52
2024.11.24 18.56,18.56,12.76
2024.11.24 18.57,18.57,12.73
2024.11.24 18.58,18.58,13.24
2024.11.24 18.59,18.59,12.88
2024.11.24 19.00,19.00,13.08
2024.11.24 19.04,19.04,15.03
2024.11.24 19.05,19.05,14.61
2024.11.24 19.06,19.06,13.93
2024.11.24 19.07,19.07,13.58
2024.11.24 19.08,19.08,13.57
2024.11.24 19.09,19.09,12.97
2024.11.24 19.10,19.10,12.48
2024.11.24 19.11,19.11,12.39
2024.11.24 19.12,19.12,12.52
2024.11.24 19.20,19.20,13.38
2024.11.24 19.23,19.23,14.55
2024.11.24 19.24,19.24,14.58
2024.11.24 19.25,19.25,14.15
2024.11.24 19.26,19.26,13.56
2024.11.24 19.29,19.29,13.47
2024.11.24 19.30,19.30,14.1
2024.11.24 19.31,19.31,15.04
2024.11.24 19.32,19.32,15.91
2024.11.24 19.33,19.33,15.59
2024.11.24 19.34,19.34,14.76
2024.11.24 19.36,19.36,14.51
2024.11.24 19.37,19.37,13.64
2024.11.24 19.38,19.38,13.62
2024.11.24 19.39,19.39,13.98
2024.11.24 19.40,19.40,13.86
2024.11.24 19.41,19.41,14.0
2024.11.24 19.42,19.42,13.06
2024.11.24 19.43,19.43,12.99
2024.11.24 19.44,19.44,12.62
2024.11.24 19.45,19.45,12.8
2024.11.24 19.56,19.56,14.88
2024.11.24 19.58,19.58,14.39
2024.11.24 19.59,19.59,13.81
2024.11.24 20.00,20.00,13.59
2024.11.24 20.01,20.01,13.77
2024.11.24 20.02,20.02,13.25
2024.11.24 20.03,20.03,12.8
2024.11.24 20.04,20.04,12.56
2024.11.24 20.05,20.05,12.84
2024.11.24 20.06,20.06,13.31
2024.11.24 20.07,20.07,13.31
2024.11.24 20.08,20.08,13.02
2024.11.24 20.09,20.09,13.7
2024.11.24 20.10,20.10,14.02
2024.11.24 20.11,20.11,13.93
2024.11.24 20.12,20.12,14.27
2024.11.24 20.17,20.17,13.99
2024.11.24 20.29,20.29,14.64
2024.11.24 20.33,20.33,13.75
2024.11.24 20.34,20.34,12.98
2024.11.24 20.35,20.35,12.3
2024.11.24 20.36,20.36,12.37
2024.11.24 20.37,20.37,12.92
2024.11.24 20.38,20.38,13.79
2024.11.24 20.39,20.39,13.92
2024.11.24 20.41,20.41,13.08
2024.11.24 20.42,20.42,13.36
2024.11.24 20.43,20.43,14.55
2024.11.24 20.47,20.47,14.05
2024.11.24 20.48,20.48,13.61
2024.11.24 20.49,20.49,14.04
2024.11.24 20.50,20.50,14.01
2024.11.24 20.51,20.51,13.37
2024.11.24 20.52,20.52,12.56
2024.11.24 20.53,20.53,13.06
2024.11.24 20.54,20.54,12.36
2024.11.24 20.55,20.55,12.74
2024.11.24 20.56,20.56,13.19
2024.11.24 20.57,20.57,12.67
2024.11.24 20.59,20.59,13.07
2024.11.24 21.00,21.00,12.65
2024.11.24 21.01,21.01,13.11
2024.11.24 21.02,21.02,13.26
2024.11.24 21.03,21.03,14.07
2024.11.24 21.04,21.04,14.27
2024.11.24 21.05,21.05,14.59
2024.11.24 21.06,21.06,14.51
2024.11.24 21.07,21.07,14.31
2024.11.24 21.08,21.08,13.87
2024.11.24 21.09,21.09,13.93
2024.11.24 21.10,21.10,13.85
2024.11.24 21.11,21.11,13.63
2024.11.24 21.12,21.12,13.91
2024.11.24 21.13,21.13,13.28
2024.11.24 21.14,21.14,12.73
2024.11.24 21.16,21.16,12.64
2024.11.24 21.17,21.17,13.97
2024.11.24 21.18,21.18,14.54
2024.11.24 21.19,21.19,14.12
2024.11.24 21.20,21.20,13.61
2024.11.24 21.21,21.21,13.42
2024.11.24 21.22,21.22,12.52
2024.11.24 21.23,21.23,13.37
2024.11.24 21.25,21.25,13.68
2024.11.24 21.26,21.26,13.55
2024.11.24 21.27,21.27,14.87
2024.11.24 21.28,21.28,14.78
2024.11.24 21.29,21.29,14.38
2024.11.24 21.30,21.30,14.63
2024.11.24 21.31,21.31,17.02
2024.11.24 21.32,21.32,18.87
2024.11.24 21.33,21.33,19.5
2024.11.24 21.34,21.34,19.77
2024.11.24 21.35,21.35,19.33
2024.11.24 21.36,21.36,19.33
2024.11.24 21.37,21.37,20.01
2024.11.24 21.38,21.38,19.46
2024.11.24 21.39,21.39,19.54
2024.11.24 21.40,21.40,19.38
2024.11.24 21.41,21.41,20.2
2024.11.24 21.42,21.42,20.62
2024.11.24 21.43,21.43,20.19
2024.11.24 21.44,21.44,19.78
2024.11.24 21.45,21.45,19.92
2024.11.24 21.46,21.46,19.48
2024.11.24 21.47,21.47,19.76
2024.11.24 21.48,21.48,19.98
2024.11.24 21.49,21.49,19.16
2024.11.24 21.50,21.50,19.75
2024.11.24 21.51,21.51,19.71
2024.11.24 21.52,21.52,19.53
2024.11.24 21.53,21.53,19.16
2024.11.24 21.54,21.54,19.2
2024.11.24 21.55,21.55,19.85
2024.11.24 21.56,21.56,20.03
2024.11.24 21.57,21.57,20.08
2024.11.24 21.58,21.58,20.74
2024.11.24 21.59,21.59,20.97
2024.11.24 22.00,22.00,20.98
2024.11.24 22.01,22.01,19.19
2024.11.24 22.02,22.02,17.4
2024.11.24 22.03,22.03,16.83
2024.11.24 22.04,22.04,16.34
2024.11.24 22.05,22.05,15.1
2024.11.24 22.06,22.06,14.42
2024.11.24 22.07,22.07,13.87
2024.11.24 22.08,22.08,12.98
2024.11.24 22.09,22.09,12.51
2024.11.24 22.10,22.10,12.68
2024.11.24 22.11,22.11,12.29
2024.11.24 22.12,22.12,13.29
2024.11.24 22.13,22.13,13.56
2024.11.24 22.14,22.14,13.59
2024.11.24 22.15,22.15,13.36
2024.11.24 22.16,22.16,13.75
2024.11.24 22.18,22.18,14.49
2024.11.24 22.19,22.19,14.29
2024.11.24 22.20,22.20,14.22
2024.11.24 22.21,22.21,13.3
2024.11.24 22.22,22.22,13.75
2024.11.24 22.23,22.23,14.67
2024.11.24 22.24,22.24,16.35
2024.11.24 22.26,22.26,17.06
2024.11.24 22.27,22.27,16.52
2024.11.24 22.28,22.28,16.82
2024.11.24 22.29,22.29,16.85
2024.11.24 22.30,22.30,16.75
2024.11.24 22.31,22.31,16.68
2024.11.24 22.32,22.32,14.88
2024.11.24 22.33,22.33,13.83
2024.11.24 22.34,22.34,14.22
2024.11.24 22.35,22.35,14.45
2024.11.24 22.36,22.36,15.55
2024.11.24 22.37,22.37,16.06
2024.11.24 22.38,22.38,16.0
2024.11.24 22.39,22.39,14.98
2024.11.24 22.40,22.40,14.29
2024.11.24 22.41,22.41,14.91
2024.11.24 22.42,22.42,15.33
2024.11.24 22.43,22.43,16.02
2024.11.24 22.44,22.44,15.35
2024.11.24 22.45,22.45,14.78
2024.11.24 22.46,22.46,14.78
2024.11.24 22.47,22.47,14.49
2024.11.24 22.48,22.48,14.51
2024.11.24 22.49,22.49,14.06
2024.11.24 22.50,22.50,13.47
2024.11.24 22.51,22.51,12.93
2024.11.24 22.52,22.52,12.81
2024.11.24 22.53,22.53,12.6
2024.11.24 22.54,22.54,12.94
2024.11.24 22.55,22.55,13.27
2024.11.24 22.56,22.56,13.0
2024.11.24 22.57,22.57,13.72
2024.11.24 22.58,22.58,15.93
2024.11.24 22.59,22.59,15.54
2024.11.24 23.00,23.00,14.54
2024.11.24 23.01,23.01,14.46
2024.11.24 23.02,23.02,14.12
2024.11.24 23.03,23.03,14.01
2024.11.24 23.04,23.04,13.43
2024.11.24 23.05,23.05,13.31
2024.11.24 23.06,23.06,13.11
2024.11.24 23.07,23.07,13.02
2024.11.24 23.08,23.08,13.22
2024.11.24 23.09,23.09,12.72
2024.11.24 23.10,23.10,13.86
2024.11.24 23.11,23.11,14.3
2024.11.24 23.12,23.12,14.37
2024.11.24 23.13,23.13,13.82
2024.11.24 23.14,23.14,15.1
2024.11.24 23.15,23.15,17.11
2024.11.24 23.16,23.16,17.46
2024.11.24 23.17,23.17,17.58
2024.11.24 23.18,23.18,17.79
2024.11.24 23.19,23.19,19.2
2024.11.24 23.20,23.20,20.0
2024.11.24 23.21,23.21,19.42
2024.11.24 23.22,23.22,17.35
2024.11.24 23.23,23.23,16.0
2024.11.24 23.24,23.24,15.11
2024.11.24 23.25,23.25,14.76
2024.11.24 23.26,23.26,15.07
2024.11.24 23.27,23.27,15.12
2024.11.24 23.28,23.28,14.89
2024.11.24 23.29,23.29,16.14
2024.11.24 23.30,23.30,17.12
2024.11.24 23.31,23.31,18.72
2024.11.24 23.32,23.32,19.71
2024.11.24 23.33,23.33,20.96
2024.11.24 23.34,23.34,21.42
2024.11.24 23.35,23.35,20.58
2024.11.24 23.36,23.36,19.93
2024.11.24 23.37,23.37,20.15
2024.11.24 23.38,23.38,21.08
2024.11.24 23.39,23.39,19.92
2024.11.24 23.40,23.40,18.24
2024.11.24 23.41,23.41,16.58
2024.11.24 23.42,23.42,16.06
2024.11.24 23.43,23.43,15.14
2024.11.24 23.44,23.44,13.96
2024.11.24 23.45,23.45,13.87
2024.11.24 23.46,23.46,13.75
2024.11.24 23.47,23.47,13.27
2024.11.24 23.48,23.48,14.2
2024.11.24 23.49,23.49,14.05
2024.11.24 23.50,23.50,14.23
2024.11.24 23.51,23.51,13.41
2024.11.24 23.52,23.52,12.76
2024.11.24 23.53,23.53,12.75
2024.11.24 23.54,23.54,13.06
2024.11.24 23.55,23.55,12.68
2024.11.24 23.56,23.56,12.36
2024.11.24 23.57,23.57,12.93
2024.11.24 23.58,23.58,12.52
2024.11.24 23.59,23.59,13.29
2024.11.25 00.00,00.00,13.04
2024.11.25 00.01,00.01,14.12
2024.11.25 00.02,00.02,15.27
2024.11.25 00.03,00.03,14.54
2024.11.25 00.04,00.04,15.04
2024.11.25 00.05,00.05,16.93
2024.11.25 00.06,00.06,17.3
2024.11.25 00.07,00.07,15.77
2024.11.25 00.08,00.08,15.24
2024.11.25 00.09,00.09,13.73
2024.11.25 00.10,00.10,14.28
2024.11.25 00.11,00.11,14.08
2024.11.25 00.12,00.12,14.45
2024.11.25 00.13,00.13,15.59
2024.11.25 00.14,00.14,14.93
2024.11.25 00.15,00.15,16.31
2024.11.25 00.16,00.16,15.58
2024.11.25 00.17,00.17,14.74
2024.11.25 00.18,00.18,13.98
2024.11.25 00.19,00.19,13.08
2024.11.25 00.20,00.20,13.14
2024.11.25 00.21,00.21,13.39
2024.11.25 00.22,00.22,13.45
2024.11.25 00.23,00.23,14.63
2024.11.25 00.24,00.24,15.64
2024.11.25 00.26,00.26,16.41
2024.11.25 00.27,00.27,16.14
